,request_type,Latitude,Longitude,Address,AdditionalData,StatusType,InitialBoundaryName,date,geometry
0,Flooding Issues,26.0182665,-80.1757121,"Johnson S/N Park R, Hollywood, FL 33021",Select a Request Type=Flooding Issues,Received,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 8",2024-05-02 20:11:13,POINT (-80.1757121 26.0182665)
1,Flooding Issues,26.015938,-80.1634569,"2807 Pierce St, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Received,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2024-05-02 15:17:18,POINT (-80.1634569 26.015938)
2,Flooding Issues,26.0184217,-80.1634725,"2746 Johnson St, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2024-05-01 9:48:57,POINT (-80.1634725 26.0184217)
3,Flooding Issues,26.002523,-80.1871532,"1600 Tallwood Ave, Hollywood, FL 33021",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 6;Code Enforcement Zone 9",2024-04-17 17:24:07,POINT (-80.1871532 26.002523)
4,Flooding Issues,26.0301109,-80.1350128,"2125 N 14th Ave, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2024-03-26 14:11:11,POINT (-80.1350128 26.0301109)
5,Flooding Issues,26.0223731,-80.1323279,"1237 Garfield St, Hollywood, FL 33019",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2024-03-25 10:20:16,POINT (-80.1323279 26.0223731)
6,Flooding Issues,26.0184436,-80.1660685,"812 N 29th Ave, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Duplicate,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2024-03-25 6:52:31,POINT (-80.1660685 26.0184436)
7,Flooding Issues,26.0175998,-80.16621,"804 N 29th Ave, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2024-03-21 17:05:24,POINT (-80.16621 26.0175998)
8,Flooding Issues,26.0256526,-80.1575447,"1630 N 25th Ave, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2024-03-18 13:07:11,POINT (-80.1575447 26.0256526)
9,Flooding Issues,26.029352,-80.1552249,"2346 Scott St, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 3",2024-03-04 12:17:48,POINT (-80.1552249 26.029352)
10,Flooding Issues,26.0081177,-80.1324909,"1253 Monroe St, Hollywood, FL 33019",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 2",2024-02-27 13:25:56,POINT (-80.1324909 26.0081177)
11,Flooding Issues,26.0104979,-80.1218997,"817 N Southlake Dr, Hollywood, FL 33019",Select a Request Type=Flooding Issues,Received,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 2",2024-02-20 17:15:56,POINT (-80.1218997 26.0104979)
12,Flooding Issues,26.0177712,-80.1263274,"1015 Buchanan St, Hollywood, FL 33019",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2024-02-19 8:58:49,POINT (-80.1263274 26.0177712)
13,Flooding Issues,26.0133583,-80.1603236,"2626 Taylor St, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2024-02-05 11:13:33,POINT (-80.1603236 26.0133583)
14,Flooding Issues,26.0318208,-80.1349511,"1401 Liberty St, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2024-02-01 14:19:03,POINT (-80.1349511 26.0318208)
15,Flooding Issues,26.0075749,-80.1445293,"1850 Monroe St, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 204",2024-01-30 18:42:27,POINT (-80.1445293 26.0075749)
16,Flooding Issues,26.0530428,-80.1876373,"5630 Oak Tree Ave, Fort Lauderdale, FL 33312",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 4;Code Enforcement Zone 5",2024-01-11 14:16:19,POINT (-80.1876373 26.0530428)
17,Flooding Issues,26.0051729,-80.2117284,"600 S 62nd Ave, Hollywood, FL 33023",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 6;Code Enforcement Zone 10",2023-12-28 14:56:54,POINT (-80.2117284 26.0051729)
18,Flooding Issues,26.0219444,-80.1342007,"1125 N 13th Terrace, Hollywood, FL 33019",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-12-19 9:26:11,POINT (-80.1342007 26.0219444)
19,Flooding Issues,26.0304711,-80.134994,"2106 N 14th Ave, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-12-18 16:27:40,POINT (-80.134994 26.0304711)
20,Flooding Issues,26.0247594,-80.1365968,"1408 S Gabriel St, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-12-06 12:32:09,POINT (-80.1365968 26.0247594)
21,Flooding Issues,26.0063037,-80.1300982,"1200 Jefferson St, Hollywood, FL 33019",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 2",2023-11-29 17:09:30,POINT (-80.1300982 26.0063037)
22,Flooding Issues,26.0059081,-80.1816813,"541 S Rainbow Dr, Hollywood, FL 33021",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 6;Code Enforcement Zone 9",2023-11-29 8:36:36,POINT (-80.1816813 26.0059081)
23,Flooding Issues,26.0173439,-80.1266946,"1028 Buchanan St, Hollywood, FL 33019",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-11-28 23:42:38,POINT (-80.1266946 26.0173439)
24,Flooding Issues,26.0314859,-80.1574407,"2230 N 25th Ave, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2023-11-16 9:45:13,POINT (-80.1574407 26.0314859)
25,Flooding Issues,26.0397716,-80.221145,"3331 N 66th Ave, Hollywood, FL 33024",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 4;Code Enforcement Zone 6",2023-11-16 9:02:45,POINT (-80.221145 26.0397716)
26,Flooding Issues,25.996937,-80.1366239,"Moffett St & NE 12th Ave, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 2",2023-11-15 9:29:46,POINT (-80.1366239 25.996937)
27,Flooding Issues,26.0222612,-80.1318235,"1200 Arthur St, Hollywood, FL 33019",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-11-14 20:15:56,POINT (-80.1318235 26.0222612)
28,Flooding Issues,26.0284331,-80.1652193,"1918 N 28th Ave, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2023-11-14 14:44:56,POINT (-80.1652193 26.0284331)
29,Flooding Issues,25.999562,-80.1350362,"1406 Wiley St, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 2",2023-11-14 12:47:28,POINT (-80.1350362 25.999562)
30,Flooding Issues,26.0187149,-80.174937,"3251 Johnson St, Hollywood, FL 33021",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2023-11-13 15:51:20,POINT (-80.174937 26.0187149)
31,Flooding Issues,26.0107896,-80.1613592,"2660 Hollywood Blvd, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 4",2023-11-03 8:26:52,POINT (-80.1613592 26.0107896)
32,Flooding Issues,26.0294586,-80.1353193,"1401 Coolidge St, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-10-30 9:45:33,POINT (-80.1353193 26.0294586)
33,Flooding Issues,26.0145917,-80.2104491,"6111 Eaton St, Hollywood, FL 33024",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 6;Code Enforcement Zone 10",2023-10-25 12:54:42,POINT (-80.2104491 26.0145917)
34,Flooding Issues,26.0245358,-80.1655653,"1606 N 29th Ave, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2023-10-23 19:08:40,POINT (-80.1655653 26.0245358)
35,Flooding Issues,26.029696,-80.1350584,"1400 Scott St, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-10-16 7:43:35,POINT (-80.1350584 26.029696)
36,Flooding Issues,26.023887,-80.1393381,"1400 N 16th Ave, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-10-11 13:56:40,POINT (-80.1393381 26.023887)
37,Flooding Issues,26.0186535,-80.1748021,"3247 Johnson St, Hollywood, FL 33021",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2023-10-02 14:27:58,POINT (-80.1748021 26.0186535)
38,Flooding Issues,26.0162048,-80.1658612,"2905 Pierce St, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2023-10-02 12:21:43,POINT (-80.1658612 26.0162048)
39,Flooding Issues,26.0301109,-80.1350128,"2125 N 14th Ave, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-10-02 9:20:39,POINT (-80.1350128 26.0301109)
40,Flooding Issues,26.0111618,-80.1307466,"1209 Harrison St, Hollywood, FL 33019",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 2",2023-10-01 11:09:53,POINT (-80.1307466 26.0111618)
41,Flooding Issues,26.0159292,-80.165978,"2915 Pierce St, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2023-09-27 11:12:04,POINT (-80.165978 26.0159292)
42,Flooding Issues,26.0285102,-80.1649672,"1922 N 28th Ave, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2023-09-27 10:53:43,POINT (-80.1649672 26.0285102)
43,Flooding Issues,26.0055436,-80.1536519,"2331 Adams St, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 204",2023-09-27 8:40:19,POINT (-80.1536519 26.0055436)
44,Flooding Issues,26.0205683,-80.238688,"7509 Arthur St, Hollywood, FL 33024",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 5;Code Enforcement Zone 11",2023-09-24 7:31:09,POINT (-80.238688 26.0205683)
45,Flooding Issues,26.0172854,-80.2152473,"6320 Johnson St suite c, Hollywood, FL 33024",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 5;Code Enforcement Zone 11",2023-09-05 23:18:09,POINT (-80.2152473 26.0172854)
46,Flooding Issues,26.011072,-80.1470842,"2000 Hollywood Blvd, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 204",2023-08-30 9:46:25,POINT (-80.1470842 26.011072)
47,Flooding Issues,26.0425307,-80.1769134,"3541 N 33rd Terrace, Hollywood, FL 33021",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 4;Code Enforcement Zone 5",2023-08-28 12:43:10,POINT (-80.1769134 26.0425307)
48,Flooding Issues,26.010322,-80.162431,"2724-2736 Hollywood Blvd, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 4",2023-08-28 7:26:30,POINT (-80.162431 26.010322)
49,Flooding Issues,26.0225669,-80.1365922,"1430 Arthur St, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-08-23 13:15:54,POINT (-80.1365922 26.0225669)
50,Flooding Issues,26.0341152,-80.190239,"2307 St Andrews Rd, Hollywood, FL 33021",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 4;Code Enforcement Zone 5",2023-08-21 7:42:35,POINT (-80.190239 26.0341152)
51,Flooding Issues,26.0113275,-80.1469833,"1948 FL-820, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 204",2023-08-17 16:51:03,POINT (-80.1469833 26.0113275)
52,Flooding Issues,26.0172203,-80.2157977,"6390 Johnson St, Hollywood, FL 33024",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 5;Code Enforcement Zone 11",2023-08-14 22:53:39,POINT (-80.2157977 26.0172203)
53,Flooding Issues,26.0195056,-80.1338165,"906 N 13th Terrace, Hollywood, FL 33019",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-08-09 17:22:51,POINT (-80.1338165 26.0195056)
54,Flooding Issues,26.0248957,-80.1571947,"2444 Roosevelt St, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2023-08-09 16:29:22,POINT (-80.1571947 26.0248957)
55,Flooding Issues,26.0174313,-80.2175396,"6440 Johnson St, Hollywood, FL 33024",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 5;Code Enforcement Zone 11",2023-08-07 18:16:46,POINT (-80.2175396 26.0174313)
56,Flooding Issues,26.0104311,-80.1895909,"Hollywood Blvd & St 46 Av, Hollywood, FL 33021",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 8",2023-08-07 15:03:18,POINT (-80.1895909 26.0104311)
57,Flooding Issues,26.0173971,-80.1652508,"2847 Lincoln St, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2023-08-04 7:32:52,POINT (-80.1652508 26.0173971)
58,Flooding Issues,26.0173971,-80.1652508,"2847 Lincoln St, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2023-08-03 12:14:12,POINT (-80.1652508 26.0173971)
59,Flooding Issues,26.0061484,-80.1661956,"2927 Madison St, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 4",2023-08-01 16:16:11,POINT (-80.1661956 26.0061484)
60,Flooding Issues,26.024732,-80.1803745,"3608 Taft St, Hollywood, FL 33021",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 8",2023-07-31 16:07:08,POINT (-80.1803745 26.024732)
61,Flooding Issues,26.007846,-80.1832384,"312 S Rainbow Dr, Hollywood, FL 33021",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 6;Code Enforcement Zone 9",2023-07-29 14:07:48,POINT (-80.1832384 26.007846)
62,Flooding Issues,26.0119079,-80.130286,"68 N 12th Ave, Hollywood, FL 33019",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-07-29 7:49:37,POINT (-80.130286 26.0119079)
63,Flooding Issues,25.9987264,-80.1539008,"2406 Wiley St, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 4",2023-07-29 7:38:38,POINT (-80.1539008 25.9987264)
64,Flooding Issues,26.0323614,-80.1595464,"2318 N 26th Ave, Hollywood, FL 33020",Select a Request Type=Flooding Issues,In Process,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2023-07-29 7:11:32,POINT (-80.1595464 26.0323614)
65,Flooding Issues,26.0301109,-80.1350128,"2125 N 14th Ave, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-07-28 12:44:31,POINT (-80.1350128 26.0301109)
66,Flooding Issues,26.0315065,-80.1617189,"2651 Thomas St, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2023-07-28 12:39:25,POINT (-80.1617189 26.0315065)
67,Flooding Issues,26.0227837,-80.1352069,"1328 Arthur St, Hollywood, FL 33019",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-07-28 7:12:39,POINT (-80.1352069 26.0227837)
68,Flooding Issues,26.0171792,-80.1634884,"700 N 28th Ave, Hollywood, FL 33020",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2023-07-28 7:02:57,POINT (-80.1634884 26.0171792)
69,Flooding Issues,26.0172022,-80.1295785,"1135 N North Lake Dr, Hollywood, FL 33019",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-07-27 20:45:39,POINT (-80.1295785 26.0172022)
70,Flooding Issues,26.0406857,-80.1772463,"3360 N 34th St, Hollywood, FL 33021",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 4;Code Enforcement Zone 5",2023-07-27 20:18:42,POINT (-80.1772463 26.0406857)
71,Flooding Issues,26.0154901,-80.1702204,"601 N 31st Ave, Hollywood, FL 33021",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2023-07-27 20:17:12,POINT (-80.1702204 26.0154901)
72,Flooding Issues,26.0154901,-80.1702204,"601 N 31st Ave, Hollywood, FL 33021",Select a Request Type=Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2023-07-27 20:01:00,POINT (-80.1702204 26.0154901)
73,Maintenance Required,26.0377248,-80.2277507,"Driftwood Park, 3000 N 69th Ave, Hollywood, FL 33024",Select a Request Type=Maintenance Required|What is the maintenance issue=Other,In Process,"Hollywood, FL - City Limits;District 5;Code Enforcement Zone 12",2023-04-12 17:41:21,POINT (-80.2277507 26.0377248)
74,Missed Pick-up,26.019876,-80.1325178,"911 N 13th Ave, Hollywood, FL 33019",Select a Request Type=Missed Pick-up|What type of pick-up was missed=Recycling,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-08-07 19:58:02,POINT (-80.1325178 26.019876)
75,Missed Pick-up,25.9995304,-80.1348151,"1402 Wiley St, Hollywood, FL 33020",Select a Request Type=Missed Pick-up|What type of pick-up was missed=Brush/Hard Junk,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 2",2023-04-24 7:16:52,POINT (-80.1348151 25.9995304)
76,Other Requests,26.0119079,-80.130286,"68 N 12th Ave, Hollywood, FL 33019",Select a Request Type=Other Requests,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-11-15 12:38:38,POINT (-80.130286 26.0119079)
77,Other Requests,26.0419674,-80.2211809,"3701 N 66th Ave, Hollywood, FL 33024",Select a Request Type=Other Requests,In Process,"Hollywood, FL - City Limits;District 4;Code Enforcement Zone 6",2023-10-09 10:04:42,POINT (-80.2211809 26.0419674)
78,Other Requests,26.0264019,-80.1759559,"3310 Wilson St, Hollywood, FL 33021",Select a Request Type=Other Requests,Referred to Dept,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 8",2023-08-24 23:31:48,POINT (-80.1759559 26.0264019)
79,Other Requests,26.0317043,-80.229343,"Sheridan St & N 70 Ter, Hollywood, FL 33024",Select a Request Type=Other Requests,Received,"Hollywood, FL - City Limits;District 5;Code Enforcement Zone 12",2023-08-14 16:25:36,POINT (-80.229343 26.0317043)
80,Other Requests,26.0304262,-80.1350053,"2106 N 14th Ave, Hollywood, FL 33020",Select a Request Type=Other Requests,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-08-04 22:53:22,POINT (-80.1350053 26.0304262)
