,request_type,Latitude,Longitude,Address,AdditionalData,StatusType,InitialBoundaryName,date,geometry
238,Street Flooding Issues,26.0293645,-80.1638119,"2722 Scott St, Hollywood, FL 33020",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2022-11-09 10:14:10,POINT (-80.1638119 26.0293645)
239,Street Flooding Issues,26.0189959,-80.1311911,"1216 Johnson St, Hollywood, FL 33019",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2022-10-13 18:01:31,POINT (-80.1311911 26.0189959)
240,Street Flooding Issues,26.0346692,-80.1622275,"2719 Bruce Terrace, Hollywood, FL 33020",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 4;Code Enforcement Zone 5",2022-10-13 14:16:30,POINT (-80.1622275 26.0346692)
241,Street Flooding Issues,26.000388,-80.1172538,"50 Hyacinth Terrace, Hollywood, FL 33019",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 14",2022-10-02 18:37:59,POINT (-80.1172538 26.000388)
242,Street Flooding Issues,26.01764,-80.1237669,"945 N 9th Ave, Hollywood, FL 33019",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2022-09-26 16:41:09,POINT (-80.1237669 26.01764)
243,Street Flooding Issues,26.034262,-80.1154885,"18 Sheridan St, Hollywood, FL 33019",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 14",2022-09-26 11:02:57,POINT (-80.1154885 26.034262)
244,Street Flooding Issues,26.0304842,-80.2018718,"2301 N 57th Ave, Hollywood, FL 33021",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 4;Code Enforcement Zone 6",2022-09-15 18:01:15,POINT (-80.2018718 26.0304842)
245,Street Flooding Issues,26.0293718,-80.2018501,"2180 N 57th Ave, Hollywood, FL 33021",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 4;Code Enforcement Zone 6",2022-09-15 17:57:41,POINT (-80.2018501 26.0293718)
246,Street Flooding Issues,26.0114505,-80.148409,"2039 Hollywood Blvd, Hollywood, FL 33020",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 204",2022-09-14 14:44:52,POINT (-80.148409 26.0114505)
247,Street Flooding Issues,26.0315704,-80.1349911,"2130 N 14th Ave, Hollywood, FL 33020",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2022-09-07 21:34:35,POINT (-80.1349911 26.0315704)
248,Street Flooding Issues,26.0038598,-80.1444066,"1848 Washington St, Hollywood, FL 33020",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 4",2022-07-28 17:50:07,POINT (-80.1444066 26.0038598)
249,Street Flooding Issues,26.0160972,-80.1967943,"5301 Buchanan St, Hollywood, FL 33021",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 8",2022-07-28 12:58:08,POINT (-80.1967943 26.0160972)
250,Street Flooding Issues,26.04125,-80.221214,"6600 Custer St, Hollywood, FL 33024",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 4;Code Enforcement Zone 6",2022-07-26 8:36:05,POINT (-80.221214 26.04125)
251,Street Flooding Issues,26.0246572,-80.1944316,"5005 Roosevelt St, Hollywood, FL 33021",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 8",2022-07-15 16:35:09,POINT (-80.1944316 26.0246572)
252,Street Flooding Issues,26.0244614,-80.1714692,"1511 N 31st Rd, Hollywood, FL 33021",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2022-06-18 9:32:28,POINT (-80.1714692 26.0244614)
253,Street Flooding Issues,26.039069,-80.154725,"2332 Cody St, Hollywood, FL, 33020",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 3",2022-06-09 15:00:59,POINT (-80.154725 26.039069)
254,Street Flooding Issues,26.017604,-80.132673,"707 N 13th Ave, Hollywood, FL, 33019",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2022-06-04 16:17:25,POINT (-80.132673 26.017604)
255,Street Flooding Issues,26.0025809,-80.2032037,"906 S 58th Ave, Hollywood, FL, 33023",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 6;Code Enforcement Zone 10",2022-06-01 9:43:19,POINT (-80.2032037 26.0025809)
256,Street Flooding Issues,26.0324988,-80.2462812,"7891 Raleigh St, Hollywood, FL, 33024",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 5;Code Enforcement Zone 12",2022-05-21 10:38:40,POINT (-80.2462812 26.0324988)
257,Street Flooding Issues,26.01866,-80.2223099,"982 N 66th Ter, Hollywood, FL, 33024",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 5;Code Enforcement Zone 11",2022-05-17 15:26:38,POINT (-80.2223099 26.01866)
258,Street Flooding Issues,26.0070806,-80.146006,"1933 Madison St, Hollywood, FL, 33020",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 204",2022-05-01 19:43:01,POINT (-80.146006 26.0070806)
259,Street Flooding Issues,26.0098733,-80.1340172,"1358 Van Buren St, Hollywood, FL, 33019",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 2",2022-02-17 17:37:27,POINT (-80.1340172 26.0098733)
260,Street Flooding Issues,26.029373,-80.163857,"2722 Scott St, Hollywood, FL, 33020",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2022-02-13 14:50:03,POINT (-80.163857 26.029373)
261,Street Flooding Issues,26.0110271,-80.1170198,"340 Harrison St, Hollywood, FL, 33019",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 14",2022-01-23 8:29:25,POINT (-80.1170198 26.0110271)
262,Street Flooding Issues,26.0293839,-80.1638065,"2722 Scott St, Hollywood, FL, 330201821",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2022-01-22 11:00:37,POINT (-80.1638065 26.0293839)
263,Street Flooding Issues,26.0185241,-80.1341119,"801 N 14 Ave, Hollywood, FL, 330205217",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2022-01-21 9:24:57,POINT (-80.1341119 26.0185241)
264,Street Flooding Issues,26.0073895,-80.1955812,"5131 Jackson St, Hollywood, FL, 33021",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 6;Code Enforcement Zone 9",2022-01-21 0:28:10,POINT (-80.1955812 26.0073895)
265,Street Flooding Issues,26.0038374,-80.1446352,"1852 Washington St, Hollywood, FL, 33020",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 4",2022-01-15 14:27:45,POINT (-80.1446352 26.0038374)
266,Street Flooding Issues,26.0004139,-80.1176547,"1901 S Ocean Dr, Hollywood, FL, 33019",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 14",2022-01-07 23:12:51,POINT (-80.1176547 26.0004139)
267,Street Flooding Issues,26.0219173,-80.1346274,"1124 N 13 Ter, Hollywood, FL, 33019",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2021-12-08 16:29:42,POINT (-80.1346274 26.0219173)
268,Street Flooding Issues,25.9993221,-80.1173446,"Jasmine Ter, Hollywood, FL, 33019",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 14",2021-12-06 18:27:56,POINT (-80.1173446 25.9993221)
269,Street Flooding Issues,26.0110148,-80.1177188,"S Ocean (Ste Road A-1-A) Dr, Hollywood, FL, 33019",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 14",2021-11-23 18:24:42,POINT (-80.1177188 26.0110148)
270,Street Flooding Issues,26.0293549,-80.1788396,"3419 W Park Rd, Hollywood, FL, 330214338",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 8",2021-11-23 17:22:42,POINT (-80.1788396 26.0293549)
271,Street Flooding Issues,26.029383,-80.1638064,"2722 Scott St, Hollywood, FL, 330201821",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2021-11-22 21:49:06,POINT (-80.1638064 26.029383)
272,Street Flooding Issues,26.0293571,-80.1638453,"2722 Scott St, Hollywood, FL, 330201821",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2021-11-21 11:52:33,POINT (-80.1638453 26.0293571)
273,Street Flooding Issues,26.0225328,-80.1725605,"3189 Arthur Ter, Hollywood, FL, 33021",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2021-11-18 15:51:08,POINT (-80.1725605 26.0225328)
274,Street Flooding Issues,26.0038374,-80.1446352,"1852 Washington St, Hollywood, FL, 33020",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 4",2021-11-08 14:41:25,POINT (-80.1446352 26.0038374)
275,Street Flooding Issues,26.0038374,-80.1446352,"1852 Washington St, Hollywood, FL, 33020",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 4",2021-11-07 21:42:33,POINT (-80.1446352 26.0038374)
276,Street Flooding Issues,26.0111709,-80.1307371,"1209 Harrison St, Hollywood, FL, 33019",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 2",2021-11-06 11:05:32,POINT (-80.1307371 26.0111709)
277,Street Flooding Issues,26.0028729,-80.1174545,"1501 S Ocean Dr, Hollywood, FL, 330192319",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 14",2021-11-05 11:34:28,POINT (-80.1174545 26.0028729)
278,Street Flooding Issues,26.0038374,-80.1446352,"1852 Washington St, Hollywood, FL, 33020",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 4",2021-11-05 8:50:38,POINT (-80.1446352 26.0038374)
279,Street Flooding Issues,26.0325351,-80.2463186,"7881 Raleigh St, Hollywood, FL, 33024",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 5;Code Enforcement Zone 12",2021-10-24 22:08:54,POINT (-80.2463186 26.0325351)
280,Street Flooding Issues,26.0530431,-80.1123476,"Cambridge St, Dania, FL, 33004",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 14",2021-10-22 16:54:30,POINT (-80.1123476 26.0530431)
281,Street Flooding Issues,26.001508,-80.144552,,Select a Request Type=Street Flooding Issues,Duplicate,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 4",2021-10-21 12:02:00,POINT (-80.144552 26.001508)
282,Street Flooding Issues,26.0016771,-80.144518,"1853 Rodman St, Hollywood, FL, 33020",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 4",2021-10-21 11:32:27,POINT (-80.144518 26.0016771)
283,Street Flooding Issues,26.003836,-80.144634,"1852 Washington St, Hollywood, FL, 33020",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 4",2021-10-15 19:05:56,POINT (-80.144634 26.003836)
284,Street Flooding Issues,26.0063884,-80.144314,"1842 Madison St, Hollywood, FL, 33020",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 204",2021-10-06 19:18:51,POINT (-80.144314 26.0063884)
285,Street Flooding Issues,26.0328484,-80.2462381,"7881 Raleigh St, Hollywood, FL, 33024",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 5",2021-09-21 13:36:16,POINT (-80.2462381 26.0328484)
286,Street Flooding Issues,26.029363,-80.1639135,"2722 Scott St, Hollywood, FL, 33020",Select a Request Type=Street Flooding Issues,Duplicate,"Hollywood, FL - City Limits;District 3",2021-09-15 12:56:42,POINT (-80.1639135 26.029363)
287,Street Flooding Issues,26.012379,-80.124569,"939 Hollywood Blvd, Hollywood, FL, 33019",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1",2021-09-09 11:07:45,POINT (-80.124569 26.012379)
288,Street Flooding Issues,25.9988084,-80.1372707,"1513 Mayo St, Hollywood, FL, 33020",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1",2021-09-07 8:09:34,POINT (-80.1372707 25.9988084)
289,Street Flooding Issues,26.0105779,-80.1187369,"707 N Southlake Dr, Hollywood, FL 33019",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 1",2021-08-22 10:13:41,POINT (-80.1187369 26.0105779)
290,Street Flooding Issues,26.0324917,-80.2460718,"7870 Raleigh St, Hollywood, FL 33024",Select a Request Type=Street Flooding Issues,Completed,"Hollywood, FL - City Limits;District 5",2021-07-28 23:20:39,POINT (-80.2460718 26.0324917)
291,Streetlights,26.0352431,-80.221217,"6604 Atlanta St, Hollywood, FL 33024",Select a Request Type=Streetlights,Completed,"Hollywood, FL - City Limits;District 4;Code Enforcement Zone 6",2023-04-12 17:46:38,POINT (-80.221217 26.0352431)
292,Streetlights,26.0109967,-80.1279177,"196 S 11th Ave, Hollywood, FL, 33019",Select a Request Type=Streetlights,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 2",2022-10-19 16:26:59,POINT (-80.1279177 26.0109967)
293,Streetlights,26.0170544,-80.2310364,"901 N 71st Terrace, Hollywood, FL 33024",Select a Request Type=Streetlights,Completed,"Hollywood, FL - City Limits;District 5;Code Enforcement Zone 11",2022-10-11 13:46:23,POINT (-80.2310364 26.0170544)
294,Structural (Internal),26.0133383,-80.1379954,"1520 Polk St, Hollywood, FL 33020",Select a Request Type=Structural (Internal),Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2022-11-22 16:37:42,POINT (-80.1379954 26.0133383)
295,Structural (Internal),26.04055,-80.2022372,"3400 N 56th Ave, Hollywood, FL 33021",Select a Request Type=Structural (Internal),Completed,"Hollywood, FL - City Limits;District 4;Code Enforcement Zone 6",2022-09-07 16:46:08,POINT (-80.2022372 26.04055)
296,Tree on Private Property,26.0282676,-80.1360474,"1419 Harding St, Hollywood, FL 33020",Select a Request Type=Tree on Private Property,In Process,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-11-14 13:44:39,POINT (-80.1360474 26.0282676)
297,Tree on Public Property,26.0061168,-80.1277582,"1058 Jefferson St, Hollywood, FL 33019",Select a Request Type=Tree on Public Property,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 2",2023-08-29 16:46:04,POINT (-80.1277582 26.0061168)
298,Tree on Public Property,26.0136495,-80.1422042,"1777 Polk St, Hollywood, FL 33020",Select a Request Type=Tree on Public Property,In Process,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-03-27 13:50:21,POINT (-80.1422042 26.0136495)
299,Utility Construction Issues,26.0089782,-80.134995,"1400 Jackson St, Hollywood, FL 33020",Select a Request Type=Utility Construction Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 2",2024-03-25 12:37:07,POINT (-80.134995 26.0089782)
300,Utility Construction Issues,26.0237308,-80.1638431,"2811 McKinley St, Hollywood, FL 33020",Select a Request Type=Utility Construction Issues,Received,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2024-03-21 9:43:38,POINT (-80.1638431 26.0237308)
301,Utility Construction Issues,26.0190049,-80.1313219,"1220 Johnson St, Hollywood, FL 33019",Select a Request Type=Utility Construction Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2024-02-27 11:25:33,POINT (-80.1313219 26.0190049)
302,Utility Construction Issues,26.0124428,-80.1354196,"1400 Tyler St, Hollywood, FL 33020",Select a Request Type=Utility Construction Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-10-03 12:59:49,POINT (-80.1354196 26.0124428)
303,Utility Construction Issues,26.0172022,-80.1295785,"1135 N North Lake Dr, Hollywood, FL 33019",Select a Request Type=Utility Construction Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-07-16 17:27:57,POINT (-80.1295785 26.0172022)
304,Utility Construction Issues,26.0285205,-80.1354656,"1407 Harding St, Hollywood, FL 33020",Select a Request Type=Utility Construction Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-06-06 20:59:19,POINT (-80.1354656 26.0285205)
305,Utility Construction Issues,26.0285205,-80.1354656,"1407 Harding St, Hollywood, FL 33020",Select a Request Type=Utility Construction Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 1",2023-06-06 14:11:58,POINT (-80.1354656 26.0285205)
306,Utility Construction Issues,26.0279835,-80.1623294,"2667 Harding St, Hollywood, FL 33020",Select a Request Type=Utility Construction Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 7",2023-05-18 17:38:27,POINT (-80.1623294 26.0279835)
307,Utility Construction Issues,26.0243725,-80.1910486,"4700 Roosevelt St, Hollywood, FL 33021",Select a Request Type=Utility Construction Issues,Completed,"Hollywood, FL - City Limits;District 3;Code Enforcement Zone 8",2023-05-11 11:56:22,POINT (-80.1910486 26.0243725)
308,Utility Construction Issues,26.0360753,-80.1764121,"3303 Simms St, Hollywood, FL 33021",Select a Request Type=Utility Construction Issues,Completed,"Hollywood, FL - City Limits;District 4;Code Enforcement Zone 5",2023-04-30 7:28:51,POINT (-80.1764121 26.0360753)
309,Utility Construction Issues,26.0326174,-80.2075143,"5951 Sheridan St, Hollywood, FL 33021",Select a Request Type=Utility Construction Issues,Completed,"Hollywood, FL - City Limits;District 4;Code Enforcement Zone 6",2023-02-03 11:26:06,POINT (-80.2075143 26.0326174)
310,Utility Construction Issues,25.999517,-80.1348664,"1402 S 14th Ave, Hollywood, FL 33020",Select a Request Type=Utility Construction Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 2",2022-10-27 8:31:42,POINT (-80.1348664 25.999517)
311,Utility Construction Issues,26.0393056,-80.1926064,"4750 Sarazen Dr, Hollywood, FL 33021",Select a Request Type=Utility Construction Issues,Completed,"Hollywood, FL - City Limits;District 4;Code Enforcement Zone 5",2022-10-19 11:27:47,POINT (-80.1926064 26.0393056)
312,Utility Construction Issues,26.0250931,-80.1468053,"1948 Roosevelt St, Hollywood, FL 33020",Select a Request Type=Utility Construction Issues,Completed,"Hollywood, FL - City Limits;District 2;Code Enforcement Zone 3",2022-07-12 10:49:37,POINT (-80.1468053 26.0250931)
313,Utility Construction Issues,26.009731,-80.130558,"1200 Van Buren St, Hollywood, FL, 33019",Select a Request Type=Utility Construction Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 2",2022-03-01 10:10:01,POINT (-80.130558 26.009731)
314,Utility Construction Issues,26.0113771,-80.1302265,"1156 Hollywood Blvd, Hollywood, FL, 330191502",Select a Request Type=Utility Construction Issues,Completed,"Hollywood, FL - City Limits;District 1;Code Enforcement Zone 2",2022-01-11 10:24:16,POINT (-80.1302265 26.0113771)
315,Utility Construction Issues,26.010455,-80.171693,"3206 Hollywood Blvd, Hollywood, FL, 33021",Select a Request Type=Utility Construction Issues,Completed,"Hollywood, FL - City Limits;District 6",2021-09-16 15:38:39,POINT (-80.171693 26.010455)
316,Utility Construction Issues,25.99963,-80.1539099,"1398 S 24th Ave, Hollywood, FL, 33020",Select a Request Type=Utility Construction Issues,Completed,"Hollywood, FL - City Limits;District 2",2021-09-14 12:52:32,POINT (-80.1539099 25.99963)
